name,address
Fellowship Missionary Baptist Church,"704 30th Ave NMinneapolis, MN 55411"
God's Revelation Mb Church,"3751 17th Ave SMinneapolis, MN 55407"
Macedonia Baptist Church,"3801 1st Ave SMinneapolis, MN 55409"
Word Of Grace Baptist Church,"2120 E 38th StMinneapolis, MN 55407"
New Progressive Missionary Baptist Church,"3951 5th Ave SMinneapolis, MN 55409"
El-Bethel Baptist Church,"3953 4th Ave SMinneapolis, MN 55409"
Greater Friendship Missionary Baptist Church,"2600 E 38th StMinneapolis, MN 55406"
Bethel World Outreach Church,"3900 Hubbard Ave NMinneapolis, MN 55422"
North Center Baptist Church,"6601 68th Ave NMinneapolis, MN 55428"
Southtown Baptist Church,"2600 W 82nd StMinneapolis, MN 55431"
Westminster Presbyterian Church,"1 2nd St SEMinneapolis, MN 55414"
Church Holy Trinity-St Anskar,"1219 University Ave SEMinneapolis, MN 55414"
Stadium Village Church,"501 Oak St SEMinneapolis, MN 55414"
Kwanzaa Community Church Pcusa,"2100 Emerson Ave NMinneapolis, MN 55411"
Kwanzaa Community Church,"3700 Bryant Ave NMinneapolis, MN 55412"
Bible Truth Hall,"3901 Grand Ave SMinneapolis, MN 55409"
Lake Nokomis Presbyterian Church,"1620 E 46th StMinneapolis, MN 55407"
Saint James Episcopal Church,"3225 E Minnehaha PkwyMinneapolis, MN 55417"
Peace Presbyterian Church,"7624 Cedar Lake Rd SMinneapolis, MN 55426"
Historic Wesley Center,"101 E Grant StMinneapolis, MN 55403"
Saint Maron's Catholic Church,"602 University Ave NEMinneapolis, MN 55413"
Grace Temple Deliverance Center,"1816 4th Ave SMinneapolis, MN 55404"
St Lawrence Catholic Church,"1203 5th St SEMinneapolis, MN 55414"
St Stephen's Shelter,"2211 Clinton AveMinneapolis, MN 55404"
Minnesota Conference of United Church of Christ,"122 W Franklin Ave Ste 323Minneapolis, MN 55404"
United Methodist First Choice FCU,"122 W Franklin Ave Ste 400Minneapolis, MN 55404"
Mncc,"122 W Franklin AveMinneapolis, MN 55404"
United Faith Pentecostal Church,"1156 Aldrich Ave NMinneapolis, MN 55411"
Saint Cyrils Church Hall,"1315 2nd St NEMinneapolis, MN 55413"
Saint Stephens Kateri,"2408 4th Ave SMinneapolis, MN 55404"
Our Lady Of Mount Carmel Parish,"701 Fillmore St NEMinneapolis, MN 55413"
Sanctuary Covenant,"2018 Aldrich Ave NMinneapolis, MN 55411"
Simpson United Methodist Church,"2740 1st Ave SMinneapolis, MN 55408"
Sacred Heart Of Jesus Polish National Catholic Church,"420 22nd Ave NEMinneapolis, MN 55418"
Faith Deliverence Holiness Church,"1119 Morgan Ave NMinneapolis, MN 55411"
St Phillips Catholic Church,"2507 Bryant Ave NMinneapolis, MN 55411"
Gichitwaa Kateri,"3045 Park AveMinneapolis, MN 55407"
Iglesia De Respauracion,"3018 17th Ave SMinneapolis, MN 55407"
Mercy Vineyard Church,"752 Harding St NEMinneapolis, MN 55413"
Franciscan Sisters,"3228 Portland AveMinneapolis, MN 55407"
St Frances Cabrini Church,"1500 Franklin Ave SEMinneapolis, MN 55414"
Prospect Park United Methodist,"22 Orlin Ave SEMinneapolis, MN 55414"
Light Of The World Christian Center,"2306 Logan Ave NMinneapolis, MN 55411"
Park Avenue United Methodist Church,"3400 Park AveMinneapolis, MN 55407"
St Albert The Grt Priory,"2833 32nd Ave SMinneapolis, MN 55406"
Saint Albert The Great Catholic Church,"2836 33rd Ave SMinneapolis, MN 55406"
Northeast United Methodist Church,"2510 Cleveland St NEMinneapolis, MN 55418"
Church of Saint Anne Saint Joseph Hien,"2627 Queen Ave NMinneapolis, MN 55411"
All Nations Christian Assembly,"1418 28th Ave NEMinneapolis, MN 55418"
Mill City Church,"3023 Randolph St NEMinneapolis, MN 55418"
Church of The Holy Name,"3637 11th Ave SMinneapolis, MN 55407"
Free Methodist Church First,"2901 39th Ave SMinneapolis, MN 55406"
Jesus Christ Ministries Behind,"3603 Dupont Ave NMinneapolis, MN 55412"
St Margaret Mary Church,"2323 Zenith Ave NMinneapolis, MN 55422"
St Charles Borromeo,"2420 Saint Anthony BlvdMinneapolis, MN 55418"
Epworth United Methodist Church,"3207 37th Ave SMinneapolis, MN 55406"
Book of Acts Church Int'l,"3901 Chicago AveMinneapolis, MN 55407"
Faith United Methodist Church,"2708 33rd Ave NEMinneapolis, MN 55418"
St Helena Catholic Church,"3204 E 43rd StMinneapolis, MN 55406"
Gethsemane Day Care,"4656 Colfax Ave NMinneapolis, MN 55412"
Miracle Redemption Christian Center International,"4301 Thomas Ave NMinneapolis, MN 55412"
Linden Hills Congregational,"4200 Upton Ave SMinneapolis, MN 55410"
St Thomas The Apostle Church Linden Hills,"2914 W 44th StMinneapolis, MN 55410"
Quaker Meeting,"4401 York Ave SMinneapolis, MN 55410"
Sacred Heart Toddler Daycare,"4038 Hubbard Ave NMinneapolis, MN 55422"
Edgewater Emmanuel United Methodist Ch,"5144 13th Ave SMinneapolis, MN 55417"
Edina Morningside Community Church,"4201 Morningside RdMinneapolis, MN 55416"
Most Holy Trinity Catholic Parish,"3946 Wooddale Ave SMinneapolis, MN 55416"
Christ The King Church,"5029 Zenith Ave SMinneapolis, MN 55410"
Calvary Christian Church,"5300 France Ave SMinneapolis, MN 55410"
Brooklyn Center Church Of Christ,"6206 Lilac Dr NMinneapolis, MN 55430"
Lbc,"3300 County Road 10Minneapolis, MN 55429"
Shalom Scripture Studies Inc,"8700 W 36th St Ste 228Minneapolis, MN 55426"
St Peter's Catholic Church,"6730 Nicollet AveMinneapolis, MN 55423"
St Williams Church,"6120 5th St NEMinneapolis, MN 55432"
The Shadow Of The Almighty,"6233 University Ave NEMinneapolis, MN 55432"
Fridley United Methodist Church,"680 Mississippi St NEMinneapolis, MN 55432"
Our Lady Of Grace Rectory,"5111 Scriver RdMinneapolis, MN 55436"
Ame Sports,"10 Southdale CtrMinneapolis, MN 55435"
St Alphonsus Catholic Church,"7025 Halifax Ave NMinneapolis, MN 55429"
Brooklyn United Methodist Church,"7200 Brooklyn BlvdMinneapolis, MN 55429"
Passion Chuch,"7651 Highway 65 NEMinneapolis, MN 55432"
Conventual Franciscan Fathers,"901 E 90th StMinneapolis, MN 55420"
Northern Light Church of Christ,"6717 85th Ave NMinneapolis, MN 55445"
Ebenezer Community Church,"9200 W Broadway AveMinneapolis, MN 55445"
Plymouth Creek Christian Church,"16000 41st Ave NMinneapolis, MN 55446"
Loving Glories Inc,"9508 Dakota RdMinneapolis, MN 55438"
St Vincent De Paul School,"9050 93rd Ave NMinneapolis, MN 55445"
Anjuman-E-Asghari,"10301 Jefferson HwyMinneapolis, MN 55445"
Hmong Alliance Church,"11299 Hanson Blvd NWMinneapolis, MN 55433"
True Vine Family Christian Center,"11290 Robinson Dr NWMinneapolis, MN 55433"
Hmong Alliance Church,"11505 Ilex St NWMinneapolis, MN 55448"
National Lutheran Choir,"528 Hennepin Ave Ste 302Minneapolis, MN 55403"
Here's Life Inner City,"800 Washington Ave NMinneapolis, MN 55401"
St Paul's Evang Luth Church,"1901 Portland AveMinneapolis, MN 55404"
Community Emergency Service,"1900 11th Ave SMinneapolis, MN 55404"
Norwegian Lutheran Memorial,"924 E 21st StMinneapolis, MN 55404"
Trinity Lutheran Congregation,"2001 Riverside AveMinneapolis, MN 55454"
Lutheran Colportage Service Inc,"2101 Chicago AveMinneapolis, MN 55404"
Northeast Community Lutheran,"697 13th Ave NEMinneapolis, MN 55413"
Grace University Lutheran Church,"324 Harvard St SEMinneapolis, MN 55414"
Desiring God,"2112 Broadway St NE Ste 150Minneapolis, MN 55413"
Salem Lutheran Church,"610 W 28th StMinneapolis, MN 55408"
New Mt Calvary Missionary Baptist Church,"3019 17th Ave SMinneapolis, MN 55407"
Lake Of The Isles Luth Church Elca,"2020 W Lake Of The Isles PkwyMinneapolis, MN 55405"
St Olaf Lutheran Elca,"2901 Emerson Ave NMinneapolis, MN 55411"
Zion Lutheran Church,"610 W 28th StMinneapolis, MN 55408"
Holy Trinity Lutheran Church Elca,"3019 17th Ave SMinneapolis, MN 55407"
Lebanon Lutheran Church,"2020 W Lake Of The Isles PkwyMinneapolis, MN 55405"
Greater Mount Nebo Missionary Baptist Church,"2901 Emerson Ave NMinneapolis, MN 55411"
Lutheran Volunteer Corp,"2730 E 31st StMinneapolis, MN 55406"
Christ Church Lutheran,"2014 E 36th StMinneapolis, MN 55407"
El Milagro The Miracle,"3210 Oliver Ave NMinneapolis, MN 55412"
New Creation,"3210 Oliver Ave NMinneapolis, MN 55412"
Bethel Evangelical Lutheran Church,"3751 17th Ave SMinneapolis, MN 55407"
Lutheran Partners In Global Ministry,"3738 Pillsbury Ave SMinneapolis, MN 55409"
Spirit Garage,"4120 17th Ave SMinneapolis, MN 55407"
Bethany Lutheran Church Ica,"4100 Lyndale Ave SMinneapolis, MN 55409"
Minnehaha Communion Lutheran,"4100 Lyndale Ave SMinneapolis, MN 55409"
Hiawatha Church,"3901 36th Ave SMinneapolis, MN 55406"
Holy Cross Lutheran Church,"4101 37th Ave SMinneapolis, MN 55406"
First Lutheran Church,"4155 41st Ave SMinneapolis, MN 55406"
Lutheran Vistas,"1720 E Minnehaha PkwyMinneapolis, MN 55407"
Saint James Lutheran Church,"4224 W 36th StMinneapolis, MN 55416"
St Peder's Lutheran Church Elca,"4854 Portland AveMinneapolis, MN 55417"
Lake Nokomis Lutheran Church,"4600 E 42nd StMinneapolis, MN 55406"
Faith Evang Lutheran Church,"5011 31st Ave SMinneapolis, MN 55417"
Lutheran Church of the Good Shepherd ELCA,"3430 E 51st StMinneapolis, MN 55417"
Trinity of Minnehaha Falls,"48th France Ave SMinneapolis, MN 55410"
Westwood Lutheran Church,"5212 41st Ave SMinneapolis, MN 55417"
Mighty Fortress Church,"6000 Bass Lake RdMinneapolis, MN 55429"
Association of Free Lutheran Congregations,"5840 69th Ave NMinneapolis, MN 55429"
Brooklyn Bridge Preschool,"6601 68th Ave NMinneapolis, MN 55428"
Southern Baptist Convention Northland Baptist Assn Of Minn,"460 75th Ave NEMinneapolis, MN 55432"
Grace Lutheran School,"6601 74th Ave NMinneapolis, MN 55428"
Grace Lutheran Church,"7801 E Bush Lake Rd Ste 240Minneapolis, MN 55439"
Holy Nativity Lutheran Church Elca,"6601 74th Ave NMinneapolis, MN 55428"
Christ Memorial Lutheran Church Plymouth Elca,"13501 Sunset TrlMinneapolis, MN 55441"
Living Springs Church,"8001 University Ave NEMinneapolis, MN 55432"
Lutheran Church Extension Fund,"7801 E Bush Lake Rd Ste 240Minneapolis, MN 55439"
Peace Lutheran,"7101 W 86th StMinneapolis, MN 55438"
St Michael's Lutheran Church,"9201 Normandale BlvdMinneapolis, MN 55437"
St Lukes Lutheran Church Elca,"1701 W Old Shakopee RdMinneapolis, MN 55431"
Ascension Lutheran Church,"15870 46th Ave NMinneapolis, MN 55446"
Metropolitan Baptist Church,"2829 W 102nd StMinneapolis, MN 55431"
Community-The Cross Lutheran,"10701 Bloomington Ferry RdMinneapolis, MN 55438"
Blaine Baptist Church,"46 117th Ave NEMinneapolis, MN 55434"
Olive Branch Christian Preschool,"2135 Northdale Blvd NWMinneapolis, MN 55433"
Presbyterian Church USA,"401 S 1st StMinneapolis, MN 55401"
Publishing House-The Evangelical,"100 S 5th StMinneapolis, MN 55402"
First Covenant Church,"810 S 7th StMinneapolis, MN 55415"
Prayer Transformation Ministries,"810 S 7th StMinneapolis, MN 55415"
Antioch Community Church,"301 Main St NEMinneapolis, MN 55413"
Love Power Music & Miracles,"1407 Washington Ave SMinneapolis, MN 55454"
Jewish Community Relations,"12 N 12th St Ste 480Minneapolis, MN 55403"
Gospel Mission,"1406 Washington Ave SMinneapolis, MN 55454"
Sgi-Usa,"1201 Harmon PlMinneapolis, MN 55403"
Oberon,"20 S 13th StMinneapolis, MN 55403"
Iccm Inner City Church,"1812 Park AveMinneapolis, MN 55404"
Truth In Business,"321 19th Ave SMinneapolis, MN 55455"
Willa Grant Battle Center,"1816 4th Ave SMinneapolis, MN 55404"
Grace Temple Ministries,"1904 4th Ave SMinneapolis, MN 55404"
Church Of St Stephens Nicollet,"1350 Nicollet MallMinneapolis, MN 55403"
True North Wels Campus Ministry,"610 Broadway St NEMinneapolis, MN 55413"
The Evangelical Good Summeritan Society,"630 Van Buren St NEMinneapolis, MN 55413"
World Mission Prayer League,"232 Clifton AveMinneapolis, MN 55403"
Impowerment Church,"720 Dunwoody BlvdMinneapolis, MN 55403"
Our Saviour's Housing,"2219 Chicago AveMinneapolis, MN 55404"
Minnesota Council Of Churches,"122 W Franklin Ave Ste 100Minneapolis, MN 55404"
Unitarian Universalist Association,"122 W Franklin Ave Ste 303Minneapolis, MN 55404"
Cross Lutheran Church,"912 21st Ave SMinneapolis, MN 55404"
Bethlehem Baptist Church,"720 14th Ave SEMinneapolis, MN 55414"
Emmanuel Mennonite Church,"725 E 25th StMinneapolis, MN 55404"
Seward Church,"2011 21st Ave SMinneapolis, MN 55404"
Wayman AME Church,"1221 7th Ave NMinneapolis, MN 55411"
Oromo Seventh-Day Adventist Church,"1500 6th St NEMinneapolis, MN 55413"
New Commandment Church,"1429 Madison St NEMinneapolis, MN 55413"
Masjid An-Nur,"1729 Lyndale Ave NMinneapolis, MN 55411"
Jehovah's Witnesses,"701 Humboldt Ave NMinneapolis, MN 55411"
Community Covenant Church,"901 Humboldt Ave NMinneapolis, MN 55411"
The Israel of God,"1537 Glenwood AveMinneapolis, MN 55405"
God Power BP,"2708 Chicago AveMinneapolis, MN 55407"
Sanctuary Covenant Church,"710 W Broadway AveMinneapolis, MN 55411"
Kingdom Hall Jehovah's Witnesses,"2201 E 24th StMinneapolis, MN 55404"
Living Hope Ministries,"1737 Adams St NEMinneapolis, MN 55413"
The Core-Twin Cities,"2647 Bloomington AveMinneapolis, MN 55407"
Desiring God Ministries,"2601 E Franklin AveMinneapolis, MN 55406"
Brethren Mennonite Council,"2720 E 22nd StMinneapolis, MN 55406"
Faith Mennonite Church,"2720 E 22nd StMinneapolis, MN 55406"
Joint Heirs With Christ,"500 Newton Ave NMinneapolis, MN 55405"
Holsey Memorial CME Church,"1229 Logan Ave NMinneapolis, MN 55411"
United Christian Ministries,"1919 8th Ave NMinneapolis, MN 55411"
Temple Israel,"2324 Emerson Ave SMinneapolis, MN 55405"
All Nations Christian Fellowship,"2200 Fremont Ave NMinneapolis, MN 55411"
Holding Forth The Word Of Life,"2304 Emerson Ave NMinneapolis, MN 55411"
Greater Minneapolis Council,"1100 E Lake StMinneapolis, MN 55407"
Joy World Universal Church,"1015 W 26th StMinneapolis, MN 55405"
Christ Universal Ministries,"2201 Girard Ave NMinneapolis, MN 55411"
Living Hope Ministries,"2926 Cedar Ave SMinneapolis, MN 55407"
Unity Place,"1001 Penn Ave NMinneapolis, MN 55411"
G G Assembly Of God,"2006 James Ave NMinneapolis, MN 55411"
Jericho Road Ministries,"3015 13th Ave SMinneapolis, MN 55407"
Bethlehem Urban Initiatives,"3015 13th Ave SMinneapolis, MN 55407"
Apostolic Faith Church 'Trntrn,"3041 4th Ave SMinneapolis, MN 55408"
Jordan New Life Comm Church,"3100 Columbus AveMinneapolis, MN 55407"
Salvation Army Church,"3100 Park AveMinneapolis, MN 55407"
Spirit United Interfaith Church,"1601 Newton Ave NMinneapolis, MN 55411"
Vine Evangelical Church,"3101 14th Ave SMinneapolis, MN 55407"
Real Resources,"3012 Longfellow AveMinneapolis, MN 55407"
Sportslife Camp,"2309 Plymouth Ave NMinneapolis, MN 55411"
Horizon Of Faith,"2314 Plymouth Ave NMinneapolis, MN 55411"
Victory Outreach Minneapolis,"115 W 31st StMinneapolis, MN 55408"
Uptown Chabad-Minneapolis,"1121 Lowry Ave NEMinneapolis, MN 55418"
Hope Temple Foursquare Church,"1121 Lowry Ave NEMinneapolis, MN 55418"
St Panteleimon,"2511 Taylor St NEMinneapolis, MN 55418"
Grafted Community Church,"2611 Central Ave NEMinneapolis, MN 55418"
Baha'i Center,"2625 Central Ave NEMinneapolis, MN 55418"
Archdcese Of Saint Paul Mnnapolis,"1628 E 33rd StMinneapolis, MN 55407"
Celestial Church Of Christ,"1628 E 33rd StMinneapolis, MN 55407"
Jehovah's Witnesses,"2900 29th Ave SMinneapolis, MN 55406"
Iglesia Procesos en Cristo,"2707 E Lake StMinneapolis, MN 55406"
Mission Dei,"1922 25th Ave NMinneapolis, MN 55411"
Motion City Church,"2727 Central Ave NEMinneapolis, MN 55418"
First Church Of God,"3204 Como Ave SEMinneapolis, MN 55414"
Worldwide Outreach For Christ,"3244 22nd Ave SMinneapolis, MN 55407"
Grace Apostolic Church,"3530 E 28th St Ste 100Minneapolis, MN 55406"
Sportslife Camp,"3530 E 28th StMinneapolis, MN 55406"
Horizon Of Faith,"3009 E Lake StMinneapolis, MN 55406"
Victory Outreach Minneapolis,"2929 Knox Ave NMinneapolis, MN 55411"
Uptown Chabad-Minneapolis,"2900 Irving Ave SMinneapolis, MN 55408"
Hope Temple Foursquare Church,"1704 E 35th StMinneapolis, MN 55407"
Calvary Evangelical Church,"2827 Newton Ave NMinneapolis, MN 55411"
St Panteleimon,"138 Emerald St SEMinneapolis, MN 55414"
Grafted Community Church,"1320 29th Ave NEMinneapolis, MN 55418"
Northeast Gospel Chapel,"2749 Ulysses St NEMinneapolis, MN 55418"
Baha'i Center,"3644 Chicago AveMinneapolis, MN 55407"
Archdcese Of Saint Paul Mnnapolis,"1120 E 37th StMinneapolis, MN 55407"
Celestial Church Of Christ,"3456 Fremont Ave NMinneapolis, MN 55412"
Jehovah's Witnesses,"3715 Chicago AveMinneapolis, MN 55407"
Iglesia Procesos en Cristo,"2901 S 39th AveMinneapolis, MN 55406"
Mission Dei,"3312 31st Ave SMinneapolis, MN 55406"
Motion City Church,"3611 20th Ave SMinneapolis, MN 55407"
First Church Of God,"3149 35th Ave SMinneapolis, MN 55406"
Worldwide Outreach For Christ,"3808 Chicago AveMinneapolis, MN 55407"
Grace Apostolic Church,"3805 3rd Ave SMinneapolis, MN 55409"
The Sanctuary,"1201 37th Ave NMinneapolis, MN 55412"
Grace In Action,"3901 1st Ave SMinneapolis, MN 55409"
Greater St Pauls Church Of God In Christ,"4001 4th Ave SMinneapolis, MN 55409"
In The Word Church,"2600 E 38th StMinneapolis, MN 55406"
Bethlehem Covenant Church,"3141 43rd Ave SMinneapolis, MN 55406"
Dial-A-Prayer,"4000 Golden Valley RdMinneapolis, MN 55422"
Cotton Covenant Church,"4721 E 31st StMinneapolis, MN 55406"
Our Redeemer Oromo Evangelical Church,"4000 28th Ave SMinneapolis, MN 55406"
Waters Of Life Outreach Ministry,"3800 Russell Ave NMinneapolis, MN 55412"
Sisters Of Saint Joseph,"3401 46th Ave SMinneapolis, MN 55406"
Ebenzer Oromo Evangelical Church,"3901 36th Ave SMinneapolis, MN 55406"
Mikvah Ritualarium Society,"4330 W 28th StMinneapolis, MN 55416"
Congregation Bais Yisroel,"4221 Sunset BlvdMinneapolis, MN 55416"
Heights Church,"560 40th Ave NEMinneapolis, MN 55421"
True Love Church,"3900 36th Ave NMinneapolis, MN 55422"
Islamic Center,"4056 7th St NEMinneapolis, MN 55421"
Mayim Rabim Congregation,"4401 Park Glen Rd Apt 111Minneapolis, MN 55416"
Hmong United Assembly Of God,"4350 Russell Ave NMinneapolis, MN 55412"
Upper Room,"2544 Highway 100 SMinneapolis, MN 55416"
Elmwood Evangelical Free Church,"3615 Chelmsford Rd NEMinneapolis, MN 55418"
Third Church Reading Room,"4306 Upton Ave SMinneapolis, MN 55410"
Robbinsdale Olivet,"3620 43rd Ave NMinneapolis, MN 55422"
Ministries New Creations,"5144 13th Ave SMinneapolis, MN 55417"
Longfellow Gospel Chapel,"4549 5th St NEMinneapolis, MN 55421"
Team Jesus International Ministries,"4535 Beard Ave NMinneapolis, MN 55422"
The Vine Community,"5400 Excelsior BlvdMinneapolis, MN 55416"
Slp Evangelical,"6805 Minnetonka BlvdMinneapolis, MN 55426"
Transfiguration Lutheran Church,"7204 W 27th StMinneapolis, MN 55426"
Saint Herman's Orthodox Church,"5355 38th Ave SMinneapolis, MN 55417"
Crosstown Covenant Church,"5540 30th Ave SMinneapolis, MN 55417"
Eckankar Temple Of Eck,"3001 Louisiana Ave NMinneapolis, MN 55427"
Iglesia Casa De Dios,"825 51st Ave NEMinneapolis, MN 55421"
Hope Baptist Church,"5424 42nd Ave SMinneapolis, MN 55417"
Edina Covenant Church,"4201 W 50th StMinneapolis, MN 55424"
City Church,"5129 France Ave SMinneapolis, MN 55410"
Pilgrim Christian Center,"5701 Shingle Creek PkwyMinneapolis, MN 55430"
Christian Life Center,"8025 Medicine Lake RdMinneapolis, MN 55427"
Full Proof Ministry Cogic,"4835 W Broadway AveMinneapolis, MN 55429"
Eckankar Temple Of Eck,"Po Box 27300Minneapolis, MN 55427"
Cambodian Church of The Nazarene,"6421 45th Ave NMinneapolis, MN 55428"
Church Of Jesus Christ Of Lds,"6120 Earle Brown Dr Ste 210Minneapolis, MN 55430"
Cms,"3300 County Road 10Minneapolis, MN 55429"
Transcea Bible Church,"3300 County Road 10Minneapolis, MN 55429"
Dominion Praise Multi-Culture Center,"5929 Brooklyn BlvdMinneapolis, MN 55429"
Faith Healing Minist Inter,"5929 Brooklyn BlvdMinneapolis, MN 55429"
Faith's Lodge,"505 Highway 169 N Ste 245Minneapolis, MN 55441"
Recreation Fire and Miracle Ministeries,"6601 Shingle Creek PkwyMinneapolis, MN 55430"
United Street Ministries,"275 Shelard PkwyMinneapolis, MN 55426"
Giving In Grace At Souls Harbor,"9500 Minnetonka BlvdMinneapolis, MN 55426"
Evergreen Church New Hope,"3351 Independence Ave NMinneapolis, MN 55427"
Mount Olivet,"5313 W 56th StMinneapolis, MN 55436"
Faith Penecostal,"6706 Penn Ave SMinneapolis, MN 55423"
Winners Chapel Minnesota,"6860 Shingle Creek PkwyMinneapolis, MN 55430"
Redeeming Cross Community Church,"7101 Nicollet AveMinneapolis, MN 55423"
Resurrection Power Church International,"7101 Nicollet AveMinneapolis, MN 55423"
Holy Trinity Lutheran Chr-Pastors,"4332 Gettysburg Ave NMinneapolis, MN 55428"
Crystal Evangelical Free Chr,"4225 Gettysburg Ave NMinneapolis, MN 55428"
Discover Church-Edina Campus,"400 Southdale CtrMinneapolis, MN 55435"
Vertical Life Church,"7600 Humboldt Ave NMinneapolis, MN 55444"
Resurrection Apostolic International Network Rai,"7600 Humboldt Ave NMinneapolis, MN 55444"
Upper Room,"6200 Colonial WayMinneapolis, MN 55436"
Bethel's Rock,"7601 Girard Ave SMinneapolis, MN 55423"
Faith Church International Sda,"7708 62nd Ave NMinneapolis, MN 55428"
The Church In Brooklyn Park,"6241 W Broadway AveMinneapolis, MN 55428"
EFCA National Office (Minn),"901 E 78th StMinneapolis, MN 55420"
Calvary Solid Rock,"8721 Bass Lake RdMinneapolis, MN 55428"
EPPIC Ministries International Inc,"7836 2nd Ave SMinneapolis, MN 55420"
New City Covenant Church,"6400 Tracy AveMinneapolis, MN 55439"
Word Of God Lutheran Church,"6124 69th Ave NMinneapolis, MN 55429"
Potters House Of Jesus Christ,"8000 Portland Ave SMinneapolis, MN 55420"
Filadelfia Church Of God,"6601 68th Ave NMinneapolis, MN 55428"
Kingdom Covenant International Ministries,"7336 Symphony St NEMinneapolis, MN 55432"
Slavic Church Tolgota,"12300 18th Ave NMinneapolis, MN 55441"
Osseo Church Of The Nazare,"6381 Zealand Ct NMinneapolis, MN 55428"
S V Temple,"7615 Metro BlvdMinneapolis, MN 55439"
Church of Saint Patrick Parish House,"6908 Saint Patricks LnMinneapolis, MN 55439"
Glorybound,"7111 W Broadway Ave Ste 203Minneapolis, MN 55428"
Living Tree,"5110 Edina Industrial BlvdMinneapolis, MN 55439"
Northwest Metropolitan Hisp Seventh-Day Adventist Church,"6700 Boone Ave NMinneapolis, MN 55428"
Olive Tree Ministries,"10960 56th Ave NMinneapolis, MN 55442"
House Of Praise Ministries,"7990 University Ave NEMinneapolis, MN 55432"
Pleasant View Deaf Assembly,"7901 Pleasant View Dr NEMinneapolis, MN 55432"
St Clare's Monastery,"8650 Russell Ave SMinneapolis, MN 55431"
Praying Pelican Missions,"1628 County Highway 10Minneapolis, MN 55432"
Gud News Gospel,"7964 Brooklyn BlvdMinneapolis, MN 55445"
Rustic Revival Barnwood,"8601 73rd Ave NMinneapolis, MN 55428"
Substance Church,"8299 Central Ave NEMinneapolis, MN 55432"
Shiloh Temple Of Brooklyn Park,"8209 Zane Ave NMinneapolis, MN 55443"
Brooklyn Park Evangelical Free,"7849 W Broadway AveMinneapolis, MN 55445"
Fort Snelling Memorial Chapel Foundation,"9031 Penn Ave SMinneapolis, MN 55431"
Eagle Brook Church,"8498 Sunset Rd NEMinneapolis, MN 55432"
Mac Hammond Ministries,"9201 75th Ave NMinneapolis, MN 55428"
Living Word Bible Institute,"9201 75th Ave NMinneapolis, MN 55428"
Winners Chapel International,"6400 85th Ave NMinneapolis, MN 55445"
Oxboro Evangelical Free Church,"9431 Nicollet Ave SMinneapolis, MN 55420"
Full Gospel Korean Church Of Minnesota,"927 E Old Shakopee RdMinneapolis, MN 55420"
Greater Plan Ministries,"9815 Portland Ave SMinneapolis, MN 55420"
Agora Ministries,"9815 Portland Ave SMinneapolis, MN 55420"
Relevant Church,"34400 Vicksburg Ln NMinneapolis, MN 55446"
Jehovah's Witnesses,"9140 E River Rd NWMinneapolis, MN 55433"
Relevant Church,"3400 Vicksburg Ln NMinneapolis, MN 55447"
Endurance Church,"4501 Oak Grove Pkwy NMinneapolis, MN 55443"
Peace Evangelical Lutheran Church,"93 Holly Ln NMinneapolis, MN 55447"
Mormon Missionaries,"5931 W 96th StMinneapolis, MN 55438"
Speak The Work Church Intl,"5090 101st Ave NMinneapolis, MN 55443"
Cornerstone Seventh-Day Adventist Company Minnesota,"9920 Normandale BlvdMinneapolis, MN 55437"
Calvary UPC,"175 Spring Valley DrMinneapolis, MN 55420"
Northstar Community Church,"10051 Woodcrest Dr NWMinneapolis, MN 55433"
Word Prevails Fellowship,"9936 Linnet St NWMinneapolis, MN 55433"
True Vine Family Christian Center,"10267 University Ave NEMinneapolis, MN 55434"
Lutheran Church Extension Fund,"7801 Bush Lake DrMinneapolis, MN 55438"
Sonlight Nazarene Church,"3860 County Road 101 NMinneapolis, MN 55446"
New Life Christ Worship Center,"10347 Ibis St NWMinneapolis, MN 55433"
Apostolic Revival Church,"10609 Hollywood Blvd NWMinneapolis, MN 55433"
Mind Of Christ,"11505 Ilex St NWMinneapolis, MN 55448"
Bethany Church,"6900 Auto Club RdMinneapolis, MN 55438"
Unity North Church,"11499 Martin St NWMinneapolis, MN 55433"
True North Church Of God,"12691 Hanson Blvd NWMinneapolis, MN 55448"
Broken Heart Ministries,"Minneapolis, MN 55443"
Friends Of The Basilica,"Minneapolis, MN 55405"
Walker Methodist Place,"3701 Bryant Ave SMinneapolis, MN 55409"
Holy Family Academy,"5925 W Lake StMinneapolis, MN 55416"
Joyce Preschool,"3400 Park AveMinneapolis, MN 55407"
Nativity-Mary Catholic School,"9901 E Bloomington FwyMinneapolis, MN 55420"
Trinity First Lutheran Church,"1115 E 19th StMinneapolis, MN 55404"
Christ Child Preschool,"10936 Foley Blvd NWMinneapolis, MN 55448"
Event Makers of Vincent Productions,"5200 Kellogg AveMinneapolis, MN 55424"
Catholic Charities,"740 E 17th StMinneapolis, MN 55404"
Macc Power Voice,"1925 Nicollet AveMinneapolis, MN 55403"
Grace Neighborhood Nursery School,"1430 W 28th StMinneapolis, MN 55408"
Nicollet Square,"3710 Nicollet AveMinneapolis, MN 55409"
Clare Housing,"4447 3rd Ave SMinneapolis, MN 55419"
Pflag Minneapolis St Paul,"106 E Diamond Lake RdMinneapolis, MN 55419"
