name,address
Olivet Covenant Presbyterian,"608 N 22nd StPhiladelphia, PA 19130"
St Rita's Church,"1166 S Broad StPhiladelphia, PA 19146"
St Maron Church,"1013 Ellsworth StPhiladelphia, PA 19147"
Zoar United Methodist Church,"1204 Melon StPhiladelphia, PA 19123"
Black Clergy Of Philadelphia,"128 Chestnut St Ste 301Philadelphia, PA 19106"
Greater Mount Olive A M E Church,"19 Fitzwater StPhiladelphia, PA 19147"
Rectory Phila Ukranian Archdiocies,"824 N 7th StPhiladelphia, PA 19123"
Phillips Temple Christian Methodist Church,"754 S 3rd StPhiladelphia, PA 19147"
Saint Barnabas United Methodist Church,"1814 Wharton StPhiladelphia, PA 19146"
Church Ushers Associates Of Phila Inc,"1637 W Girard AvePhiladelphia, PA 19130"
St Agnes-St John Church,"319 Brown StPhiladelphia, PA 19123"
St Philip Neri Church,"218 Queen StPhiladelphia, PA 19147"
Holy Trinity Deliverance Church,"1625 W Thompson StPhiladelphia, PA 19121"
Annunciation Bvm Church,"1511 S 10th StPhiladelphia, PA 19147"
Calvary Chapel,"1400 N Broad StPhiladelphia, PA 19121"
Wharton Wesley United Methodist Church,"54 Catharine StPhiladelphia, PA 19147"
The Word of Truth Missionary Christian Church,"1414 S 22nd StPhiladelphia, PA 19146"
Saint Peter's Church,"1019 N 5th StPhiladelphia, PA 19123"
St Peter's Rc Church,"1019 N 5th StPhiladelphia, PA 19123"
St Casimir Rectory,"324 Wharton StPhiladelphia, PA 19147"
Temple Presbyterian Church,"1300 N 7th StPhiladelphia, PA 19122"
Saint Malachy's Rectory,"1429 N 11th StPhiladelphia, PA 19122"
Saint Nicholas Of Tolentine,"910 Watkins StPhiladelphia, PA 19148"
Sacred Heart Of Jesus Church,"1420 S 3rd StPhiladelphia, PA 19147"
Immaculate Conception Church,"1020 N Front StPhiladelphia, PA 19123"
Tabernacle United Church,"3700 Chestnut StPhiladelphia, PA 19104"
Grace Evangelical Lutheran Church,"3529 Haverford AvePhiladelphia, PA 19104"
City Church,"3720 Spruce St # 449Philadelphia, PA 19104"
St Agatha St James Rectory,"3728 Chestnut StPhiladelphia, PA 19104"
Archdiocese Of Philadelphia,"111 S 38th StPhiladelphia, PA 19104"
Saint Peter's Roman Catholic Church,"5 W Girard AvePhiladelphia, PA 19123"
St John Neumann Shrine,"5 W Girard Ave # &Philadelphia, PA 19123"
St Gabriel's Rectory,"2917 Dickinson StPhiladelphia, PA 19146"
St Edmond's Church,"2130 S 21st StPhiladelphia, PA 19145"
House Of God Church,"1535 N Hancock StPhiladelphia, PA 19122"
City Church,"3937 Chestnut StPhiladelphia, PA 19104"
Kensington Methodist Church,"300 Richmond StPhiladelphia, PA 19125"
Trinity Lutheran Church,"2300 S 18th StPhiladelphia, PA 19145"
Reeve Memorial United Presbyterian Church,"50 Aspen StPhiladelphia, PA 19104"
St. Monica Roman Catholic Church,"1720 W Ritner StPhiladelphia, PA 19145"
Midtown Parish United Methodist Church,"718 W Norris StPhiladelphia, PA 19122"
Haven Memorial Methodist Church,"23 E Oxford StPhiladelphia, PA 19125"
Glover Robert E Sr Pastor,"23 E Oxford St # &Philadelphia, PA 19125"
Berean Presbyterian Church,"Broad & Diamond StsPhiladelphia, PA 19102"
First Presbyterian Church,"418 E Girard AvePhiladelphia, PA 19125"
St Monica Daycare,"1441 W Porter StPhiladelphia, PA 19145"
Bethel Of Truth Church,"2300 S 3rd StPhiladelphia, PA 19148"
Archdiocese of Philadelphia,"2319 S 3rd StPhiladelphia, PA 19148"
Our Lady Of Mount Carmel Church,"2319 S 3rd StPhiladelphia, PA 19148"
St. Monica Roman Catholic Church,"1601 W Shunk StPhiladelphia, PA 19145"
Woodland Presbyterian Church,"401 S 42nd StPhiladelphia, PA 19104"
Grands As Parents,"2227 N Broad StPhiladelphia, PA 19132"
Lombard Central Presbyterian,"4201 Powelton AvePhiladelphia, PA 19104"
Mt Zion Holy Church,"4110 Haverford AvePhiladelphia, PA 19104"
Lutheran Settlement House,"25 S 43rd StPhiladelphia, PA 19104"
Rectory,"174 Diamond StPhiladelphia, PA 19122"
Methodist Services,"4040 Ogden StPhiladelphia, PA 19104"
Holy Name,"701 Gaul StPhiladelphia, PA 19125"
Starlight Holiness Church,"2944 Ridge AvePhiladelphia, PA 19121"
Norris Square Presbyterian Church,"2140 N Hancock StPhiladelphia, PA 19122"
Christ Lutheran Church,"3008 W Diamond StPhiladelphia, PA 19121"
Highway Temple of Deliverance,"2401 N 8th StPhiladelphia, PA 19133"
Calvary Fellowship,"1526 W Cumberland StPhiladelphia, PA 19132"
St Ignatius Rectory,"636 N 43rd StPhiladelphia, PA 19104"
Heavenly Hall Full Gospel,"4017 Poplar StPhiladelphia, PA 19104"
Norris Square Presbyterian Church,"120 W Susquehanna AvePhiladelphia, PA 19122"
Summerfield United Methodist Church,"E Dauphin & TulipPhiladelphia, PA 19102"
Crusaders for Christ Church,"1201 S 47th StPhiladelphia, PA 19143"
Felician Sisters,"4401 Haverford AvePhiladelphia, PA 19104"
United Methodist Church,"61 E Jefferson StPhiladelphia, PA 19125"
Gethsemane F B H Church Of God,"2629 W York StPhiladelphia, PA 19132"
Dominion Christian Fellowship Center,"4822 Woodland AvePhiladelphia, PA 19143"
Pillar Of Fire Ministry,"1337 S 49th StPhiladelphia, PA 19143"
True Light Holy Church,"1210 W Lehigh AvePhiladelphia, PA 19133"
Cookman United Methodist Church,"2700 N 12th StPhiladelphia, PA 19133"
Potterhouse Church,"2555 N 5th StPhiladelphia, PA 19133"
Rhema Deliverance Center,"1201 W Lehigh AvePhiladelphia, PA 19133"
Emmanuel Church,"4723 Spruce StPhiladelphia, PA 19139"
Renewal Presbyterian Church,"4633 Cedar AvePhiladelphia, PA 19143"
Greater Love Temple Of Faith Church,"1344 W Somerset StPhiladelphia, PA 19132"
Franciscan Volunteer Ministry,"2441 Kensington AvePhiladelphia, PA 19125"
Calvary United Methodist Church,"815 S 48th StPhiladelphia, PA 19143"
West Philadelphia Mennonite,"4740 Baltimore AvePhiladelphia, PA 19143"
Lutheran Settlement,"2810 N 17th StPhiladelphia, PA 19132"
Victory Holiness Church,"1318 S 52nd StPhiladelphia, PA 19143"
Anne S Anne S Catholic Church,"2332 E Lehigh AvePhiladelphia, PA 19125"
Mediator Lutheran Church,"2832 N 28th StPhiladelphia, PA 19132"
Visitation Church,"2625 B StPhiladelphia, PA 19125"
Mt. Olive Church of Christ,"2039 W Toronto StPhiladelphia, PA 19132"
Philadelphia Prayer Praise & Worship Center Church,"230 S 51st StPhiladelphia, PA 19139"
Friendship Christian,"1107 W Allegheny AvePhiladelphia, PA 19133"
Calvary Lutheran Church,"5400 Springfield AvePhiladelphia, PA 19143"
Tioga United Methodist Preschool,"3259 N Broad StPhiladelphia, PA 19140"
Saint Michaels Church Rectory,"3303 N Park AvePhiladelphia, PA 19140"
Bright Light Church-Christ Inc,"5536 Chester AvePhiladelphia, PA 19143"
Soldiers of The Lord Jesus Christ Holiness Church Inc,"447 N 52nd StPhiladelphia, PA 19139"
New Harvest Temple Inc,"5217 Whitby AvePhiladelphia, PA 19143"
Mother Of Divine Grace,"2918 E Thompson StPhiladelphia, PA 19134"
Trinity Presbyterian Church Bread of Life,"2905 Frankford AvePhiladelphia, PA 19134"
Methodist Services,"5330 Vine StPhiladelphia, PA 19139"
St Philips Evangelical Luth,"5210 Wyalusing AvePhiladelphia, PA 19131"
Elmwood Community Methodist Church,"46 Chester AVEPhiladelphia, PA 19143"
Saint James The Rectory,"3230 W Clearfield StPhiladelphia, PA 19132"
Rutherford Charles F Jr,"3230 W Clearfield StPhiladelphia, PA 19132"
Simpson Memorial United Methodist Church,"2913 Kensington AvePhiladelphia, PA 19134"
El Mesias Umc United Methodist Church,"3200 N Front StPhiladelphia, PA 19140"
Wharton Wesley United Methodist Church,"5341 Catharine StPhiladelphia, PA 19143"
Philadelphia Prayer Praise,"230 1/2 S 51st StPhiladelphia, PA 19139"
New Spirit Community Presbyterian Church,"5736 Chester AvePhiladelphia, PA 19143"
Saint Hugh Of Cluny Church,"533 W Tioga StPhiladelphia, PA 19140"
St Veronica's Church,"533 W Tioga StPhiladelphia, PA 19140"
United Methodist Church,"1745 S 58th StPhiladelphia, PA 19143"
FTHCM of PHL,"3600 N 20th StPhiladelphia, PA 19140"
Christ Church and St. Ambrose,"3554 N 6th StPhiladelphia, PA 19140"
Macedonia Pentecostal Holiness,"5239 Harlan StPhiladelphia, PA 19131"
Cyprian R C Rectory,"5533 Cedar AvePhiladelphia, PA 19143"
Resurrection Community Methodist Church,"6200 Dicks AvePhiladelphia, PA 19142"
New Creation Lutheran Church,"162 W Tioga StPhiladelphia, PA 19140"
Centro Nueva Creacion,"185 W Tioga StPhiladelphia, PA 19140"
Camphor Memorial Methodist Church,"5620 Wyalusing AvePhiladelphia, PA 19131"
Saint Barnabas Parish,"6300 Buist AvePhiladelphia, PA 19142"
Nativity Bvm Church,"2535 E Allegheny AvePhiladelphia, PA 19134"
Mountain of Fire Ministries,"2052 S 61st StPhiladelphia, PA 19142"
Temple Christ Church,"44862 Lancaster AVEPhiladelphia, PA 19131"
Tabernacle Lutheran Church,"5835 Spruce StPhiladelphia, PA 19139"
Philadelphia Korean Presbyterian Church,"5842 Hoffman AvePhiladelphia, PA 19143"
Bearing Fruit M O,"1515 N 57th StPhiladelphia, PA 19131"
Eastwick United Methodist Church,"6630 Lindbergh BlvdPhiladelphia, PA 19142"
Saint Philips United Methodist Church,"718 E Tioga StPhiladelphia, PA 19134"
St Bridgets Rectory,"3667 Midvale AvePhiladelphia, PA 19129"
Rehoboth Gospel Assembly,"4006 Old York RdPhiladelphia, PA 19140"
Harvest Time Christian Fellowship Inc,"4001 N 9th StPhiladelphia, PA 19140"
Templo Cristiano Gloria Celestial Inc,"3520 G StPhiladelphia, PA 19134"
Saint Monica Roman Catholic Church,"16 Porter AvePhiladelphia, PA 19112"
Calvin Presbyterian Church,"1401 N 60th StPhiladelphia, PA 19151"
Redeemer Lutheran Church,"3462 Midvale AvePhiladelphia, PA 19129"
The Village,"6517 Chester AvePhiladelphia, PA 19142"
Sayers Memorial United Methodist,"6101 Catharine StPhiladelphia, PA 19143"
Falls Presbyterian Church,"3800 Vaux StPhiladelphia, PA 19129"
St Barbara Parish,"5459 Lebanon AvePhiladelphia, PA 19131"
Divine Mercy Parish,"6667 Chester AvePhiladelphia, PA 19142"
St George's Rectory,"3580 Salmon StPhiladelphia, PA 19134"
Our Lady Of The Blessed Sacrament,"345 N 63rd StPhiladelphia, PA 19139"
Our Lady Of The Rosary,"345 N 63rd StPhiladelphia, PA 19139"
Wynnefield Presbyterian Church,"2249 N 54th StPhiladelphia, PA 19131"
Bethesda United Methodist Church,"2820 E Venango StPhiladelphia, PA 19134"
Philadelphia Lutheran Ministries,"229 N 63rd StPhiladelphia, PA 19139"
Christ The King Ukrainian Catholic Church,"1629 W Cayuga StPhiladelphia, PA 19140"
Not Limited By Walls Christian Center,"1827 E Venango StPhiladelphia, PA 19134"
Simpson-Fletcher United Methodist Church,"6037 W Jefferson StPhiladelphia, PA 19151"
Southwestern Presbyterian Church,"2559 S 70th StPhiladelphia, PA 19142"
Hunting Park Christian Academy,"4400 N 6th StPhiladelphia, PA 19140"
Sister Mary Kay Flannery,"4404 N 5th StPhiladelphia, PA 19140"
Archdiocese of Philadelphia,"4400 N Reese StPhiladelphia, PA 19140"
Christian Heritage Catholic Ch,"400 N Simpson StPhiladelphia, PA 19151"
Miracle Christian Center,"4557 Germantown AvePhiladelphia, PA 19144"
Christ Liberation Fellowship,"6439 Lansdowne AvePhiladelphia, PA 19151"
Grace Orthodox Presbyterian Church,"7201 Elmwood AvePhiladelphia, PA 19142"
Religious Society of Friends,"3000 W School House LnPhiladelphia, PA 19144"
Fellowship Press,"5820 Overbrook AvePhiladelphia, PA 19131"
Our Lady Of Lourdes,"1941 Wynnewood RdPhiladelphia, PA 19151"
Wissahickon Presbyterian Church,"5245 Ridge AvePhiladelphia, PA 19128"
St Cyril's Church,"345 N 63rd StPhiladelphia, PA 19139"
Pilgrim Church,"345 N 63rd StPhiladelphia, PA 19139"
Holy Innocents Church,"2249 N 54th StPhiladelphia, PA 19131"
Tabor Lutheran Church,"2820 E Venango StPhiladelphia, PA 19134"
Holy Spirit United Methodist Church,"229 N 63rd StPhiladelphia, PA 19139"
Trinity Lutheran Church of Germantown,"1629 W Cayuga StPhiladelphia, PA 19140"
Clearview United Methodist Church,"1827 E Venango StPhiladelphia, PA 19134"
Religious Society of Friends,"6037 W Jefferson StPhiladelphia, PA 19151"
Liberty Lutheran,"2559 S 70th StPhiladelphia, PA 19142"
Overbrook Presbyterian Church,"4400 N 6th StPhiladelphia, PA 19140"
St Ambrose Rectory,"4404 N 5th StPhiladelphia, PA 19140"
Grace Fellowship Church,"4400 N Reese StPhiladelphia, PA 19140"
Phmc St Joachims Church,"400 N Simpson StPhiladelphia, PA 19151"
Frankford Presbyterian Church,"4557 Germantown AvePhiladelphia, PA 19144"
St Vincent's Rectory,"6439 Lansdowne AvePhiladelphia, PA 19151"
Janes Methodist Church,"7201 Elmwood AvePhiladelphia, PA 19142"
First United Methodist Church,"3000 W School House LnPhiladelphia, PA 19144"
Seventh United Presbyterian Church,"5820 Overbrook AvePhiladelphia, PA 19131"
Saint Valentine's Polish National,"1941 Wynnewood RdPhiladelphia, PA 19151"
All Saint's Catholic Rectory,"5245 Ridge AvePhiladelphia, PA 19128"
Green Lane United Methodist Church,"145 W Penn StPhiladelphia, PA 19144"
By Grace Alone Frankford,"3815 Terrace StPhiladelphia, PA 19128"
St. Thomas United Methodist Church,"4860 N Howard StPhiladelphia, PA 19120"
St Paul's Evangelical Lutheran Church,"1441 E Hunting Park AvePhiladelphia, PA 19124"
St James Ev Luth,"5300 Germantown AvePhiladelphia, PA 19144"
Resurrection Temple,"7605 Buist AvePhiladelphia, PA 19153"
Leverington Presbyterian Church,"47 W Coulter StPhiladelphia, PA 19144"
Frankford Memorial United Methodist Church,"5201 Old York RdPhiladelphia, PA 19141"
Summit Presbyterian Church,"6376 City AvePhiladelphia, PA 19151"
Northwest Interfaith Movement,"405 E Roosevelt BlvdPhiladelphia, PA 19120"
St Helena's Church Rectory,"6161 N 5th StPhiladelphia, PA 19120"
Bickleys New Beginning United Methodist Church,"6239 N 6th StPhiladelphia, PA 19126"
Rectory Benedict,"1940 E Chelten AvePhiladelphia, PA 19138"
St Michael's Evangelical Luth,"6671 Germantown AvePhiladelphia, PA 19119"
Catholic Home Clinic,"157 Carpenter LnPhiladelphia, PA 19119"
Emanuel Lutheran Church,"4 Carpenter LnPhiladelphia, PA 19119"
St Peter & Paul Catholic Church,"123 Good StPhiladelphia, PA 19119"
Lutheran Home Foundation,"6950 Germantown AvePhiladelphia, PA 19119"
Holy Trinity Parish,"6801 N 10th StPhiladelphia, PA 19126"
Prince Of Peace Lutheran Church,"6001 Colgate StPhiladelphia, PA 19111"
St Mark's Lutheran Chr Daycare,"6344 N Broad StPhiladelphia, PA 19126"
St William Rectory,"6200 Rising Sun AvePhiladelphia, PA 19111"
Korean Presbyterian Church of Greater,"6101 Rising Sun AvePhiladelphia, PA 19111"
Wissinoming United Methodist Church,"4419 Comly StPhiladelphia, PA 19135"
Korean Catholic Community Fund,"6934 Old York RdPhiladelphia, PA 19126"
Holy Angels Church Rectory,"7000 Old York RdPhiladelphia, PA 19126"
Intelligent Networks Inc,"6201 Rising Sun AvePhiladelphia, PA 19111"
Nest Presbyterian Church,"1001 70th AvePhiladelphia, PA 19126"
St Athanaius Parrish,"7105 Limekiln PikePhiladelphia, PA 19138"
The Korean United Church of Philadelphia,"1200 W Cheltenham AvePhiladelphia, PA 19126"
Grace United Methodist Church,"7101 N 20th StPhiladelphia, PA 19138"
Holy Cross Lutheran Church,"140 E Mount Airy AvePhiladelphia, PA 19119"
The Lutheran Theological Seminary,"7314 Boyer StPhiladelphia, PA 19119"
Ridge Avenue United Methodist Church,"7811 Ridge AvePhiladelphia, PA 19128"
Cresheim Valley Church,"500 W Willow Grove AvePhiladelphia, PA 19118"
St Timothy's Catholic Church,"3001 Levick StPhiladelphia, PA 19149"
St. Peter's Lutheran Church,"2169 74th AvePhiladelphia, PA 19138"
Reformation Lutheran Church,"1215 E Vernon RdPhiladelphia, PA 19150"
Our Lady Of Ransom Rectory,"6701 Calvert StPhiladelphia, PA 19149"
Cedar Park Presbyterian Church,"7740 Limekiln PikePhiladelphia, PA 19150"
Philadelphia Lutheran Ministries,"7200 Castor AvePhiladelphia, PA 19149"
Oxford Presbyterian Church,"8501 Stenton AvePhiladelphia, PA 19150"
United Methodist Chr Redeemer,"1128 Cottman AvePhiladelphia, PA 19111"
Saint Petri Evangelical Lutheran Church Of Tacony,"6812 Jackson StPhiladelphia, PA 19135"
Logos Tephillah House,"4800 Longshore AvePhiladelphia, PA 19135"
Johnson Memorial Methodist Church,"Hawthorne & Longshore AvsPhiladelphia, PA 19102"
St. Josaphat's Ukrainian Catholic Church,"6932 Ditman StPhiladelphia, PA 19135"
St John's Evangelical Lutheran Church of Mayfair,"3101 Tyson AvePhiladelphia, PA 19149"
Saint Phillips Church Of The Deaf,"3101 Tyson AvePhiladelphia, PA 19149"
New Life Ne Presbyterian Chr,"3300 Tyson AvePhiladelphia, PA 19149"
Northeast Community Church,"3300 Tyson AvePhiladelphia, PA 19149"
Saint Michael's Lutheran Church,"2141 Saint Vincent StPhiladelphia, PA 19149"
Christian Church Philadelphia,"8044 Stenton AvePhiladelphia, PA 19118"
Calvary Memorial Church,"7200 Roosevelt BlvdPhiladelphia, PA 19149"
Our Lady Of Consolation,"7056 Tulip StPhiladelphia, PA 19135"
St Matthew's Rectory,"3000 Cottman AvePhiladelphia, PA 19149"
Sehan Presbyterian Church,"7725 Bingham StPhiladelphia, PA 19111"
Our Mother of Consolation,"9 E Chestnut Hill AvePhiladelphia, PA 19118"
Good Shepherd Lutheran Church,"7234 Erdrick StPhiladelphia, PA 19135"
Archdiocese Of Philadelphia,"23 E Chestnut Hill AvePhiladelphia, PA 19118"
St Bernard's Church,"7341 Cottage StPhiladelphia, PA 19136"
Catholic Charities,"7340 Jackson StPhiladelphia, PA 19136"
Saints United Lutheran Church,"3200 Ryan AvePhiladelphia, PA 19136"
Redeemer Lutheran Church,"3200 Ryan AvePhiladelphia, PA 19136"
Shperdheja Elca,"3308 Tudor StPhiladelphia, PA 19136"
Redemption Lutheran Church,"8001 Bustleton AvePhiladelphia, PA 19152"
Mayfair Presbyterian Church,"3323 Tudor StPhiladelphia, PA 19136"
Sisters Of Holy Family Of Nazareth,"2703 Holme AvePhiladelphia, PA 19152"
St Cecilia's School,"525 Rhawn StPhiladelphia, PA 19111"
Saint Dominics Parish Hall,"8532 Frankford AvePhiladelphia, PA 19136"
Messengers Presbyterian Church,"9315 Banes StPhiladelphia, PA 19115"
Philadelphia Int'l Four Square Trumpet,"9311 Banes StPhiladelphia, PA 19115"
Career Alternatives Resource Center,"2200 Michener StPhiladelphia, PA 19115"
Bustleton United Methodist Church,"9707 Bustleton AvePhiladelphia, PA 19115"
Calvary Lutheran Church Of Bustleton,"9610 Northeast AvePhiladelphia, PA 19115"
Saint Thomas Sm Church,"608 Welsh RdPhiladelphia, PA 19115"
Rev Henry D Birkhead Reverend,"3252 Chesterfield RdPhiladelphia, PA 19114"
Csi Christ Church,"1822 Tomlinson RdPhiladelphia, PA 19116"
Philadelphia India Christian Assembly,"455 Tomlinson RdPhiladelphia, PA 19116"
Korean Reform Presbyterian Church,"11047 Bustleton AvePhiladelphia, PA 19116"
Memorial Church Of St Paul Overbrook,"Lancaster & Overbrook AvsPhiladelphia, PA 19102"
St Mark's Lutheran Church,"CHELTENHAM Square MallPhiladelphia, PA 19150"
Anointed Ministry Temple,"Philadelphia, PA 19120"
Presbyterian Church USA Foundation,"Philadelphia, PA 19118"
Germantown Community United Presbyterian Church Ofc,"Philadelphia, PA 19019"
Diocese Of Penna Convention,"Philadelphia, PA 19106"
First Baptist Chr-Philadelphia,"123 S 17th StPhiladelphia, PA 19103"
Church Of The Living God,"801 S 11th StPhiladelphia, PA 19147"
Mt. Ephraim Baptist Church,"22 Saint James CtPhiladelphia, PA 19106"
Enon Baptist Church,"560 N 19th StPhiladelphia, PA 19130"
Integrity National Co,"151 N Independence Mall EPhiladelphia, PA 19106"
Saint Paul Baptist Church,"1018 Wallace StPhiladelphia, PA 19123"
Lusk Herb H Ii,"704 N Broad St # 14Philadelphia, PA 19130"
Galilee Community Baptist Church,"1164 S 18th StPhiladelphia, PA 19146"
Christ Redeemer Freewill Baptist Church,"1708 Wylie StPhiladelphia, PA 19130"
Church Of The Living God,"1632 Poplar StPhiladelphia, PA 19130"
Christian Fellowship Baptist Church,"1925 Tasker StPhiladelphia, PA 19145"
New Temple Baptist Church,"2633 Wharton StPhiladelphia, PA 19146"
Humble Tabernacle Of Love Inc,"2925 W Flora StPhiladelphia, PA 19121"
Cross Of Calvary Baptist Church,"1300 N 29th StPhiladelphia, PA 19121"
Christ Redeemer Freewill Baptist Church,"609 S Clifton StPhiladelphia, PA 19147"
Church Of The Living God,"2125 Chestnut StPhiladelphia, PA 19103"
Christian Fellowship Baptist Church,"1116 Spring Garden StPhiladelphia, PA 19123"
New Temple Baptist Church,"1219 Fitzwater StPhiladelphia, PA 19147"
Humble Tabernacle Of Love Inc,"1219 Fitzwater StPhiladelphia, PA 19147"
Cross Of Calvary Baptist Church,"772 S Broad StPhiladelphia, PA 19146"
Mt Lebanon Missionary,"38 Hamilton CirPhiladelphia, PA 19130"
New Psalmist Baptist Church,"701 S 19th StPhiladelphia, PA 19146"
Bethel Baptist Church,"701 S 19th StPhiladelphia, PA 19146"
Rev Theophil Wright Rev,"1801 Spring Garden StPhiladelphia, PA 19130"
Rev J W McLaughlin Reverend,"2000 Hamilton St Ste 210Philadelphia, PA 19130"
New Life Missionary Free Will Baptist Church,"1437 Christian StPhiladelphia, PA 19146"
Faith Tabernacle Baptist Church,"1437 Christian StPhiladelphia, PA 19146"
Saint Johns Memorial Baptist Church,"618 N 11th StPhiladelphia, PA 19123"
Word Tabernacle Baptist Church,"1218 Wallace StPhiladelphia, PA 19123"
First Genesis,"1108 Lemon StPhiladelphia, PA 19123"
Beloved Baptist,"2001 Spring Garden StPhiladelphia, PA 19130"
Third Nei Baptist Missionary,"560 N 20th StPhiladelphia, PA 19130"
Crossroads Missionary Baptist Church,"527 Lombard StPhiladelphia, PA 19147"
Shaw William J Rev,"527 Lombard StPhiladelphia, PA 19147"
Messiah Maranatha Church,"51 S 4th StPhiladelphia, PA 19106"
Eternal Life Missionary Baptist Church,"418 Spruce StPhiladelphia, PA 19106"
Christ Evangelical Baptist Church,"135 N 4th StPhiladelphia, PA 19106"
Christian Faith Baptist Church,"701 S 22nd StPhiladelphia, PA 19146"
Jacob Rev Chapman DR,"1706 Fairmount AvePhiladelphia, PA 19130"
Mt Airy Baptist Church,"1701 Washington AvePhiladelphia, PA 19146"
Cathedral of Praise Community Church,"510 Bainbridge StPhiladelphia, PA 19147"
New Hope Temple Baptist Church,"2100 Catharine StPhiladelphia, PA 19146"
Renaissance Haitian Baptist Church,"1125 S Broad St Ste APhiladelphia, PA 19147"
First African Baptist Church,"412 Lombard StPhiladelphia, PA 19147"
Moriah Baptist Church,"901 W Spencer StPhiladelphia, PA 19141"
Temple Baptist Holy,"6707 Ogontz AvePhiladelphia, PA 19126"
Wissinoming Bible Fellowship,"4414 Van Kirk StPhiladelphia, PA 19135"
Mt Airy Baptist Church,"6801 Cedar Park AvePhiladelphia, PA 19138"
Enon Tabernacle Baptist Church,"8035 Michener AvePhiladelphia, PA 19150"
Bethany Baptist Church,"460 Rhawn StPhiladelphia, PA 19111"
Iglesia Cristiana Puente De Vida,"7811 Frankford AvePhiladelphia, PA 19136"
Holmesburg Baptist Church,"7927 Frankford AvePhiladelphia, PA 19136"
Baptist Church Sunday School,"9620 Northeast AvePhiladelphia, PA 19115"
Barnes Joeseph D,"Philadelphia, PA 19019"
Federation of Reform Synagogues of Greater Phila,"1511 Walnut StPhiladelphia, PA 19102"
Speaking Truth To Power,"1601 Walnut StPhiladelphia, PA 19102"
Story Philly,"1701 Walnut StreetPhiladelphia, PA 19103"
Albanian Orthodox Church,"237 N 17th StPhiladelphia, PA 19103"
Circle Drive Alliance Church,"1100 Vine StPhiladelphia, PA 19107"
Rev Rodger C Broadley Reverend,"336 S Camac StPhiladelphia, PA 19107"
Alliance of Confessing Evangelicals,"1716 Spruce StPhiladelphia, PA 19103"
L DS Church,"1739 Vine StPhiladelphia, PA 19103"
Wesley A M E Zion Church,"1500 Lombard StPhiladelphia, PA 19146"
Presbyterian Church USA,"2000 Market StPhiladelphia, PA 19103"
Lubavitcher Center,"110 S 8th StPhiladelphia, PA 19107"
Tia's Angelico Boutique,"1220 South StPhiladelphia, PA 19147"
Christian Faith Evangelistic Alliance,"605 S 16th StPhiladelphia, PA 19146"
George St,"256 S 8th StPhiladelphia, PA 19107"
Jewish Community Relations Council,"2100 Arch St Fl 5aPhiladelphia, PA 19103"
Jewish Information and Referral Service,"2100 Arch StPhiladelphia, PA 19103"
Rev Dorothy Wilson Day Care,"1219 Fitzwater StPhiladelphia, PA 19147"
Church of God,"1219 Fitzwater StPhiladelphia, PA 19147"
Circle Mission Church,"772 S Broad StPhiladelphia, PA 19146"
Tyree A M E Church,"38 Hamilton CirPhiladelphia, PA 19130"
Faith Deliverance Outreach,"701 S 19th StPhiladelphia, PA 19146"
Awesome Faith Christian Center,"701 S 19th StPhiladelphia, PA 19146"
Pentecostal Experience Church,"1801 Spring Garden StPhiladelphia, PA 19130"
Holy Trinity Romanian Orthodox Church,"2000 Hamilton St Ste 210Philadelphia, PA 19130"
Mount Zion Holy Tabernacle,"1437 Christian StPhiladelphia, PA 19146"
Greater Deliverance Temple,"1437 Christian StPhiladelphia, PA 19146"
Saint Nicholas Church,"618 N 11th StPhiladelphia, PA 19123"
Jewish Center-Northern Lbrts,"1108 Lemon StPhiladelphia, PA 19123"
Brooklyn Victory-Philadelphia Church,"2001 Spring Garden StPhiladelphia, PA 19130"
Philadelphia Praise Center,"560 N 20th StPhiladelphia, PA 19130"
Shiloh Apostolic Temple,"527 Lombard StPhiladelphia, PA 19147"
First Pentecostal Church,"51 S 4th StPhiladelphia, PA 19106"
Second Nazareth Missionary Church,"135 N 4th StPhiladelphia, PA 19106"
Second Nazereth Baptist Church,"701 S 22nd StPhiladelphia, PA 19146"
The Foundation Of I-Kaun-Tao Inc,"1706 Fairmount AvePhiladelphia, PA 19130"
Ebenezer Seventh Day Adventist Church,"1701 Washington AvePhiladelphia, PA 19146"
Segula Ministries,"510 Bainbridge StPhiladelphia, PA 19147"
Bethany Indonesian Church of God,"2100 Catharine StPhiladelphia, PA 19146"
Mount Sinai Holy Church-America,"1125 S Broad St Ste APhiladelphia, PA 19147"
Holy Ground Church,"475 N 5th StPhiladelphia, PA 19123"
"The Friendship Circle, Philadelphia Region South","2200 Mount Vernon StPhiladelphia, PA 19130"
Zion AME,"628 N 21st StPhiladelphia, PA 19130"
Apostolic Faith,"712 Montrose StPhiladelphia, PA 19147"
Fresh Fire Word of Life Ministries,"2319 Fitzwater StPhiladelphia, PA 19146"
Rohr Chabad At Temple University,"806 N 17th StPhiladelphia, PA 19130"
Sixth Street Midatlantic Mennonite Mission,"1340 Parrish StPhiladelphia, PA 19123"
New Mt Zion Cogic,"2321 Fitzwater StPhiladelphia, PA 19146"
Mt Zion Church Of God And Christ,"711 N Franklin StPhiladelphia, PA 19123"
North Philadelphia Seventh Day Adventist,"1425 Parrish StPhiladelphia, PA 19130"
Pentecost International Worship Center,"1425 Parrish StPhiladelphia, PA 19130"
